time           Mn         Mw         D
25842.4        4.07477     5.20316     1.27692
25842.5        4.07452     5.20296     1.27695
25844.5        4.07676     5.20753     1.27737
25852.4        4.07719     5.20804     1.27736
25859.9        4.07819     5.20897     1.27728
25874.9        4.07837     5.20898     1.27722
25885          4.07811     5.20878     1.27725
25885.7        4.07923     5.20983     1.27716
25887          4.08029     5.21321     1.27766
25907.6        4.08154     5.21483     1.27766
25909.5        4.08197     5.21534     1.27765
25919.3        4.08272     5.21576     1.27752
25927.6        4.08346     5.21618     1.27739
25932.1        4.08421     5.2166     1.27726
25942.8        4.08464     5.21711     1.27725
25951.2        4.08507     5.21762     1.27724
25953.2        4.08525     5.21763     1.27719
25953.6        4.08594     5.21901     1.27731
25966.8        4.08668     5.21943     1.27718
25975.3        4.08674     5.21932     1.27714
25975.6        4.0873     5.22022     1.27718
25979.5        4.08735     5.22012     1.27714
25980.9        4.09109     5.23316     1.27916
25983.3        4.09083     5.23297     1.27919
25985.3        4.09089     5.23286     1.27915
26003.4        4.09107     5.23286     1.27909
26003.9        4.09306     5.23616     1.27928
26009.1        4.09312     5.23605     1.27923
26010          4.0933     5.23605     1.27918
26012.6        4.09335     5.23595     1.27913
26013.1        4.09522     5.23903     1.2793
26014.7        4.09572     5.23912     1.27917
26016.2        4.09722     5.24104     1.27917
26028.2        4.09771     5.24114     1.27904
26030.8        4.09745     5.24094     1.27907
26037.8        4.09994     5.24596     1.27952
26046.9        4.10044     5.24605     1.27939
26049.1        4.10075     5.24626     1.27934
26052          4.10149     5.24667     1.27921
26060.6        4.10167     5.24667     1.27915
26062.9        4.10217     5.24676     1.27902
26069.9        4.1026     5.24727     1.27901
26075.5        4.10266     5.24716     1.27897
26076.2        4.10284     5.24716     1.27891
26083          4.10289     5.24705     1.27887
26087          4.10364     5.24746     1.27873
26088.1        4.10338     5.24727     1.27877
26089.7        4.10344     5.24716     1.27872
26107.3        4.10362     5.24716     1.27867
26112.6        4.10486     5.24875     1.27867
26119.5        4.10492     5.24864     1.27862
26131.6        4.10465     5.24845     1.27866
26135.7        4.10483     5.24845     1.2786
26135.9        4.10489     5.24834     1.27856
26136.2        4.10463     5.24814     1.27859
26140.7        4.10481     5.24815     1.27854
26141.7        4.1063     5.25006     1.27854
26164.4        4.10673     5.25056     1.27853
26164.7        4.10741     5.25193     1.27865
26166          4.10715     5.25173     1.27868
26167.8        4.10732     5.25173     1.27863
26186.3        4.10738     5.25162     1.27858
26187.5        4.10744     5.25151     1.27854
26207.4        4.10749     5.2514     1.27849
26214.5        4.10755     5.25129     1.27845
26216.4        4.10773     5.2513     1.2784
26217.2        4.10803     5.25151     1.27835
26225.6        4.10809     5.2514     1.27831
26229          4.10827     5.2514     1.27825
26229.8        4.108      5.2512     1.27829
26233.9        4.10774     5.25101     1.27832
26235.2        4.10824     5.2511     1.27819
26241.5        4.10854     5.2513     1.27814
26247.6        4.10929     5.25171     1.27801
26252.5        4.10903     5.25152     1.27804
26276.7        4.11002     5.25242     1.27796
26282.3        4.11008     5.25231     1.27791
26295.9        4.11082     5.25272     1.27778
26303.3        4.11112     5.25293     1.27773
26309.2        4.11224     5.25395     1.27764
26314.7        4.11242     5.25395     1.27758
26316.2        4.11248     5.25384     1.27754
26317.1        4.11222     5.25364     1.27757
26325          4.11264     5.25414     1.27756
26326          4.1127     5.25403     1.27752
26343.3        4.11394     5.25562     1.27751
26350.9        4.11412     5.25562     1.27746
26354.1        4.1171     5.26702     1.2793
26357          4.11859     5.26891     1.2793
26359.7        4.11877     5.26891     1.27924
26359.8        4.11882     5.2688     1.2792
26361.4        4.11888     5.26869     1.27916
26366.6        4.11893     5.26858     1.27911
26372.2        4.11867     5.26838     1.27915
26374.4        4.11841     5.26819     1.27918
26379          4.11846     5.26808     1.27914
26386.8        4.11852     5.26797     1.27909
26399          4.11926     5.26837     1.27896
26407.6        4.11944     5.26837     1.27891
26427.7        4.12056     5.26938     1.2788
26436.7        4.12073     5.26938     1.27875
26458.1        4.12141     5.27074     1.27887
26458.6        4.12115     5.27054     1.2789
26463.5        4.12264     5.27243     1.2789
26470.3        4.12237     5.27223     1.27893
26478          4.12243     5.27212     1.27889
26489.3        4.12248     5.27201     1.27884
26501.5        4.12266     5.27201     1.27879
26506.7        4.1224     5.27182     1.27882
26518.1        4.12257     5.27182     1.27877
26519.4        4.12275     5.27182     1.27871
26524.6        4.12325     5.27191     1.27858
26526.4        4.1233     5.2718     1.27854
26528.2        4.12336     5.27169     1.27849
26529.7        4.12309     5.27149     1.27853
26531.3        4.12283     5.27129     1.27856
26536.1        4.12289     5.27118     1.27852
26550.9        4.12338     5.27127     1.27839
26561.3        4.12344     5.27116     1.27834
26575          4.12393     5.27125     1.27821
26576.5        4.12448     5.27212     1.27825
26579.9        4.12547     5.27302     1.27816
26584.1        4.12553     5.27291     1.27812
26596.3        4.12627     5.27331     1.27799
26600.4        4.12632     5.2732     1.27794
26601.5        4.12638     5.27309     1.2779
26608          4.12643     5.27298     1.27785
26610.9        4.12693     5.27307     1.27772
26617.1        4.12698     5.27296     1.27768
26620.6        4.12946     5.27789     1.27811
26630.4        4.12964     5.27789     1.27805
26637.6        4.13006     5.27839     1.27804
26645.3        4.13012     5.27828     1.278 
26654.4        4.13017     5.27817     1.27795
26663.5        4.13513     5.2952     1.28054
26674.3        4.13567     5.29608     1.28058
26681.7        4.13585     5.29607     1.28053
26689.2        4.13659     5.29647     1.28039
26702.5        4.13665     5.29636     1.28035
26705.5        4.13695     5.29656     1.28031
26707.9        4.137      5.29645     1.28026
26713          4.1375     5.29653     1.28013
26714.7        4.1378     5.29673     1.28008
26716          4.13785     5.29662     1.28004
26717.9        4.13759     5.29642     1.28007
26720          4.13764     5.29631     1.28003
26723.6        4.13782     5.29631     1.27998
26724.2        4.13881     5.29719     1.27988
26726.6        4.13911     5.29739     1.27984
26759.4        4.13916     5.29728     1.2798
26777.1        4.13966     5.29736     1.27966
26777.9        4.13983     5.29736     1.27961
26778.2        4.14001     5.29736     1.27955
26778.6        4.14019     5.29736     1.2795
26790.9        4.14242     5.30177     1.27987
26794          4.14341     5.30265     1.27978
26794.1        4.14346     5.30254     1.27974
26810.7        4.14351     5.30243     1.2797
26811.7        4.14462     5.30342     1.27959
26816.3        4.14468     5.30331     1.27955
26820.7        4.14473     5.3032     1.2795
26827.4        4.14528     5.30407     1.27954
26829.4        4.14501     5.30387     1.27958
26835.8        4.146      5.30475     1.27949
26836.3        4.14674     5.30514     1.27935
26844.6        4.14692     5.30514     1.2793
26847.8        4.14697     5.30503     1.27925
26847.9        4.14747     5.30511     1.27912
26848.9        4.14932     5.3081     1.27927
26856.7        4.14938     5.30799     1.27923
26862.2        4.14943     5.30788     1.27918
26863.4        4.14973     5.30808     1.27914
26866.9        4.14978     5.30797     1.2791
26870.9        4.14983     5.30785     1.27905
26872.2        4.15082     5.30873     1.27896
26875.9        4.15132     5.30881     1.27883
26878.4        4.15149     5.30881     1.27877
26879.7        4.15123     5.30862     1.27881
26882.8        4.15153     5.30881     1.27876
26893.3        4.15207     5.30968     1.2788
26894.6        4.15181     5.30948     1.27884
26910.1        4.15329     5.31133     1.27883
26911.8        4.15359     5.31153     1.27878
26913.8        4.15377     5.31152     1.27873
26916.4        4.15382     5.31141     1.27868
26920          4.15449     5.31274     1.2788
26920          4.15454     5.31263     1.27875
26922.9        4.15528     5.31302     1.27862
26953.4        4.15501     5.31282     1.27865
26954          4.15544     5.31331     1.27864
26966          4.15574     5.3135     1.27859
26971.4        4.15685     5.31449     1.27849
26976          4.15702     5.31448     1.27843
26980.1        4.15826     5.31602     1.27843
26991.7        4.159      5.31641     1.27829
26993.7        4.15918     5.31641     1.27824
26995.8        4.16066     5.31826     1.27823
26998.9        4.16313     5.32311     1.27863
27003.3        4.16411     5.32398     1.27854
27004.9        4.16429     5.32398     1.27848
27005          4.16434     5.32387     1.27844
27010.8        4.16464     5.32406     1.2784
27015.6        4.16469     5.32395     1.27835
27016          4.16442     5.32375     1.27839
27023.5        4.16541     5.32462     1.27829
27039.6        4.16596     5.32548     1.27833
27044.4        4.16601     5.32536     1.27829
27046.5        4.16712     5.32634     1.27818
27047.3        4.16685     5.32615     1.27822
27055.8        4.16703     5.32614     1.27816
27057.3        4.1672     5.32614     1.27811
27060.5        4.1675     5.32633     1.27806
27073.7        4.16898     5.32817     1.27805
27074.7        4.17021     5.3297     1.27804
27081.3        4.17027     5.32959     1.278 
27087.8        4.17       5.32939     1.27803
27092.4        4.17098     5.33026     1.27794
27093.7        4.17345     5.33775     1.27898
27096.8        4.17419     5.33813     1.27884
27102.6        4.17617     5.34128     1.27899
27105.3        4.17728     5.34225     1.27888
27113.1        4.17757     5.34244     1.27884
27119.7        4.1773     5.34225     1.27887
27120.3        4.18039     5.34937     1.27963
27122.8        4.18056     5.34936     1.27958
27126.4        4.18061     5.34925     1.27954
27135.1        4.18066     5.34913     1.27949
27148.4        4.18071     5.34902     1.27945
27163.1        4.18121     5.3491     1.27932
27167.5        4.18094     5.3489     1.27935
27187.7        4.18124     5.34909     1.27931
27190.2        4.18222     5.34995     1.27921
27191.9        4.18296     5.35033     1.27908
27197.5        4.1837     5.35071     1.27894
27207.6        4.18375     5.3506     1.2789
27208.8        4.18474     5.35146     1.2788
27216.3        4.18479     5.35134     1.27876
27217.6        4.18651     5.3547     1.27904
27226.8        4.18656     5.35459     1.27899
27234.6        4.18674     5.35458     1.27894
27252.3        4.18703     5.35477     1.27889
27257.6        4.18802     5.35563     1.2788
27259.6        4.18832     5.35581     1.27875
27265.8        4.18881     5.35589     1.27862
27270.9        4.18923     5.35636     1.2786
27283.2        4.18953     5.35655     1.27856
27289.7        4.19002     5.35663     1.27843
27300.3        4.18975     5.35643     1.27846
27302.9        4.1898     5.35631     1.27842
27307.9        4.19054     5.35669     1.27828
27309.7        4.19226     5.36004     1.27856
27317.2        4.19281     5.36089     1.27859
27329.9        4.19335     5.36173     1.27863
27336.1        4.19308     5.36153     1.27866
27337.2        4.19431     5.36304     1.27865
27340.3        4.19404     5.36284     1.27868
27342          4.19409     5.36273     1.27864
