time           Conversion     Mn         Mw         D
25359.9        0.5463         2.2041     3.3811     1.534010.194579       18148 
25370.1        0.54635        2.20434     3.3816     1.534060.194536       18146 
25377.7        0.5464         2.20459     3.3822     1.534170.194493       18144 
25379.6        0.54645        2.20483     3.3834     1.534540.19445        18142 
25386.1        0.5465         2.20507     3.3836     1.534460.194407       18140 
25388.9        0.54655        2.20531     3.384      1.534470.194364       18138 
25388.9        0.5466         2.20556     3.3846     1.534580.194322       18136 
25390.7        0.54665        2.2058     3.3848     1.53450.194279       18134 
25391.5        0.5467         2.20604     3.3858     1.534780.194236       18132 
25391.7        0.54675        2.20629     3.3862     1.53480.194193       18130 
25407.5        0.5468         2.20653     3.3863     1.534670.19415        18128 
25407.6        0.54685        2.20677     3.3867     1.534680.194107       18126 
25411.9        0.5469         2.20702     3.3868     1.534560.194065       18124 
25426.2        0.54695        2.20726     3.3872     1.534570.194022       18122 
25430.1        0.547          2.20751     3.3877     1.534630.193979       18120 
25444.1        0.54705        2.20775     3.3879     1.534550.193936       18118 
25445.8        0.5471         2.20799     3.3881     1.534470.193893       18116 
25446.8        0.54715        2.20824     3.3883     1.534390.19385        18114 
25448.6        0.5472         2.20848     3.3889     1.534490.193808       18112 
25456.5        0.54725        2.20872     3.3897     1.534690.193765       18110 
25458.7        0.5473         2.20897     3.3898     1.534560.193722       18108 
25490.7        0.54735        2.20921     3.3899     1.534440.193679       18106 
25500.5        0.5474         2.20946     3.3904     1.53450.193636       18104 
25512.9        0.54745        2.2097     3.3908     1.534510.193594       18102 
25520.1        0.5475         2.20994     3.3909     1.534380.193551       18100 
25525.5        0.54755        2.21019     3.3912     1.534350.193508       18098 
25526.8        0.5476         2.21043     3.3914     1.534270.193465       18096 
25539.9        0.54765        2.21068     3.3922     1.534460.193423       18094 
25541.6        0.5477         2.21092     3.3934     1.534830.19338        18092 
25543.3        0.54775        2.21117     3.3944     1.535120.193337       18090 
25549.4        0.5478         2.21141     3.3948     1.535130.193294       18088 
25555.6        0.54785        2.21166     3.3953     1.535180.193252       18086 
25561          0.5479         2.2119     3.3954     1.535060.193209       18084 
25597.9        0.54795        2.21214     3.396      1.535160.193166       18082 
25602          0.548          2.21239     3.3962     1.535080.193123       18080 
25602.4        0.54805        2.21263     3.3966     1.535090.193081       18078 
25616.9        0.5481         2.21288     3.3967     1.534970.193038       18076 
25619.9        0.54815        2.21312     3.3972     1.535020.192995       18074 
25621.1        0.5482         2.21337     3.3973     1.53490.192953       18072 
25631.9        0.54825        2.21361     3.3993     1.535630.19291        18070 
25632.2        0.5483         2.21386     3.3997     1.535640.192867       18068 
25639.6        0.54835        2.2141     3.4021     1.536560.192825       18066 
25644.4        0.5484         2.21435     3.4023     1.536480.192782       18064 
25652          0.54845        2.21459     3.4029     1.536580.192739       18062 
25652.1        0.5485         2.21484     3.4033     1.536590.192697       18060 
25659.9        0.54855        2.21508     3.4035     1.536510.192654       18058 
25669.3        0.5486         2.21533     3.4037     1.536430.192611       18056 
25672.6        0.54865        2.21558     3.4038     1.536310.192568       18054 
25674          0.5487         2.21582     3.4048     1.536590.192526       18052 
25685.6        0.54875        2.21607     3.4051     1.536550.192483       18050 
25688.6        0.5488         2.21631     3.4052     1.536430.192441       18048 
25692.2        0.54885        2.21656     3.4053     1.53630.192398       18046 
25695.5        0.5489         2.2168     3.4056     1.536270.192355       18044 
25709          0.54895        2.21705     3.4061     1.536320.192313       18042 
25728.3        0.549          2.21729     3.4065     1.536330.19227        18040 
25729.6        0.54905        2.21754     3.4083     1.536970.192227       18038 
25744.2        0.5491         2.21779     3.4099     1.537520.192185       18036 
25746.3        0.54915        2.21803     3.4102     1.537490.192142       18034 
25747.1        0.5492         2.21828     3.4118     1.538040.1921         18032 
25758.5        0.54925        2.21852     3.412      1.537960.192057       18030 
25760.7        0.5493         2.21877     3.4125     1.538010.192014       18028 
25763.4        0.54935        2.21902     3.4126     1.537890.191972       18026 
25764.9        0.5494         2.21926     3.413      1.53790.191929       18024 
25768.4        0.54945        2.21951     3.4134     1.537910.191887       18022 
25773          0.5495         2.21976     3.4136     1.537830.191844       18020 
25773.7        0.54955        2.22       3.4138     1.537750.191801       18018 
25776.5        0.5496         2.22025     3.4139     1.537620.191759       18016 
25776.9        0.54965        2.2205     3.4142     1.537580.191716       18014 
25781.3        0.5497         2.22074     3.4144     1.53750.191674       18012 
25787.1        0.54975        2.22099     3.4145     1.537380.191631       18010 
25788.3        0.5498         2.22124     3.4146     1.537250.191589       18008 
25793.7        0.54985        2.22148     3.4147     1.537130.191546       18006 
25794.4        0.5499         2.22173     3.4149     1.537050.191503       18004 
25800.1        0.54995        2.22198     3.4151     1.536970.191461       18002 
25803.8        0.55           2.22222     3.4153     1.536880.191418       18000 
25805.4        0.55005        2.22247     3.4155     1.53680.191376       17998 
25810.1        0.5501         2.22272     3.4157     1.536720.191333       17996 
25811          0.55015        2.22296     3.416      1.536690.191291       17994 
25812.8        0.5502         2.22321     3.4161     1.536560.191248       17992 
25816.9        0.55025        2.22346     3.4162     1.536440.191206       17990 
25827.7        0.5503         2.2237     3.4164     1.536360.191163       17988 
25832.1        0.55035        2.22395     3.4168     1.536360.191121       17986 
25833          0.5504         2.2242     3.4192     1.537270.191078       17984 
25838.1        0.55045        2.22445     3.4194     1.537190.191036       17982 
25846.4        0.5505         2.22469     3.4195     1.537070.190993       17980 
25854.5        0.55055        2.22494     3.4197     1.536980.190951       17978 
25860.4        0.5506         2.22519     3.4198     1.536860.190908       17976 
25860.7        0.55065        2.22544     3.42       1.536780.190866       17974 
25870.4        0.5507         2.22568     3.4203     1.536740.190823       17972 
25875          0.55075        2.22593     3.4206     1.53670.190781       17970 
25881.6        0.5508         2.22618     3.4212     1.53680.190738       17968 
25899.2        0.55085        2.22643     3.4213     1.536680.190696       17966 
25901          0.5509         2.22668     3.4217     1.536690.190654       17964 
25908.3        0.55095        2.22692     3.4222     1.536740.190611       17962 
25929.5        0.551          2.22717     3.4224     1.536660.190569       17960 
25936.2        0.55105        2.22742     3.4225     1.536530.190526       17958 
25939          0.5511         2.22767     3.4234     1.536760.190484       17956 
25947          0.55115        2.22792     3.4236     1.536680.190441       17954 
25960.2        0.5512         2.22816     3.4242     1.536780.190399       17952 
25971.3        0.55125        2.22841     3.4245     1.536740.190357       17950 
25973.6        0.5513         2.22866     3.4246     1.536620.190314       17948 
25980          0.55135        2.22891     3.4252     1.536720.190272       17946 
25984.4        0.5514         2.22916     3.4259     1.536860.190229       17944 
25985.9        0.55145        2.22941     3.4268     1.537090.190187       17942 
25988          0.5515         2.22965     3.427      1.537010.190145       17940 
25988.8        0.55155        2.2299     3.4272     1.536930.190102       17938 
25991.2        0.5516         2.23015     3.4274     1.536850.19006        17936 
26000.8        0.55165        2.2304     3.4277     1.536810.190017       17934 
26006.4        0.5517         2.23065     3.4278     1.536680.189975       17932 
26009.5        0.55175        2.2309     3.4282     1.536690.189933       17930 
